identifiant;nom_etablissement;annee;prelevements_eaux_souterraines;prelevements_eaux_surface;prelevements_reseau_distribution;prelevements_mer
0007000770;ENTREPOT PETROLIER DE VALENCIENNES;2021;15686;0;432;0
0005202758;AIR LIQUIDE FRANCE INDUSTRIES;2021;0;138119;0;0
0009077701;Station d'épuration de Saint-Thibault-des-Vignes;2021;0;0;69256;0
0006302554;VILMORIN;2021;90027;0;9267;0
0055614969;EARL HOUZE;2021;8600;0;0;0
0006103644;SANOFI PASTEUR MARCY;2021;0;0;287751;0
0006304830;ELIS MAINE;2021;47047;0;85;0
0053800570;AIRPORC TECHE;2021;11000;0;0;0
0054401527;DELABLI - Division DELPIERRE;2021;0;0;100184;0
0057201665;CHARAL;2021;0;0;262885;0
0009069901;EDF - CNPE du Blayais;2021;6592;4921608321;0;0
0005901243;EUROSERUM SA (usine);2021;0;1382913;0;0
0005211416;TORAY CARBON FIBERS EUROPE SA;2021;0;0;161390;0
0058502893;GAEC DE LA GROIE;2021;20977;0;0;0
0006102443;FABRICATION CHIMIQUE ARDECHOISE;2021;239518;0;10911;0
0006802157;RATIER FIGEAC  Sas;2021;14538;0;0;0
0006506525;AIR FRANCE INDUSTRIES;2021;0;0;53781;0
0006506767;REP;2021;21260;0;1951;0
0056100402;S N V;2021;42176;0;259326;0
0005102581;ROQUETTE  FRERES;2021;1249537;0;0;0
0018100044;FULCHIRON INDUSTRIELLE;2021;139275;0;0;0
0005500104;COOPERATIVE LE GOUESSANT (ZI);2021;8523;0;53104;0
0052901497;EARL FOZ NEVEZ;2021;8520;0;500;0
0006102523;SPIT;2021;589043;0;0;0
0006700640;TREFIMETAUX SAS;2021;0;75542;1137;0
0050100354;EARL DES QUATRE SAISONS;2021;17080;0;0;0
0005701684;ECOLAB PRODUCTION FRANCE;2021;104298;0;23079;0
0010000802;ANTARTIC;2021;647817;0;0;0
0006802169;ANDROS Snc - Usine BOIN;2021;98329;0;3467;0
0055100121;SARL DU VAL DEFFONTAINES;2021;9980;0;0;0
0006407785;LABORATOIRES M et L;2021;4717;0;86662;0
0052903454;SCEA DE LA CLARTE;2021;25943;0;0;0
0005802490;SA SNCF Voyageurs;2021;0;859;67516;0
0022200040;SAEM LE GALION;2021;0;191548;0;0
0005106144;UNITHER;2021;0;0;147607;0
0006512767;FRANCE PLASTIQUES RECYCLAGE;2021;0;0;73623;0
0009069931;EDF - CNPE de Belleville-sur-Loire;2021;1170;169583178;0;0
0005601319;LAITERIE WALCHLI;2021;0;0;85552;0
0006802467;SOCIETE FROMAGERE DE RODEZ;2021;0;370778;71065;0
0052900233;EARL PRIMEL;2021;8650;0;0;0
0056101541;ATEMAX FRANCE;2021;0;0;73320;0
0010200069;STE CHLORALP;2021;708925;0;0;0
0006201757;SNF SA;2021;0;0;64820;0
0052900226;LICHOU (SAS);2021;11000;0;0;0
0052902590;GUILLERM MORIZUR (EARL);2021;13100;0;0;0
0005800576;LINCOLN ELECTRIC FRANCE;2021;56859;0;43;0
0005301114;DIEUZY FRERES;2021;53221;0;0;0
0005100190;DSP France SAS;2021;491331;950500;19554;0
0005501486;CARGILL FRANCE SAS;2021;0;406437;23703;0
0005101551;MESSER FRANCE SAS  (ex PRAXAIR);2021;92546;0;0;0
0052903132;SCEA DE L HIPPODROME;2021;7641;0;0;0
0052904385;CONSERVERIE CHANCERELLE (usine Thon);2021;24605;0;44141;0
0007201542;CIMENTS CALCIA sas;2021;0;198322;0;0
0007002799;MENISSEZ FRAIS SAS;2021;0;0;97120;0
0005600267;PEM;2021;0;61326;0;0
0005500769;JRS  MARINE PRODUCTS LANDERNEAU;2021;0;485198;2825;0
0006401210;LAFARGEHOLCIM GRANULATS;2021;77000;0;0;0
0006103724;KEM ONE;2021;2116390;2100670;28207;0
0006700048;SARL GRAVIERE ET SABLIERE HUBELE;2021;154836;0;0;0
0006201286;ARCELORMITTAL Gandrange;2021;0;129415;3594;0
0007002325;GLAXOSMITHKLINE;2021;0;0;173655;0
0007202732;CDMR;2021;27941;0;0;0
0006103135;PATURLE ACIERS;2021;20427;0;4698;0
0053501141;GAEC BINARD;2021;12717;0;1920;0
0006201555;MALTEUROP FRANCE;2021;260871;0;841;0
0006802598;LAFARGE CIMENTS;2021;102976;0;11124;0
0007000854;BALL PACKAGING EUROPE BIERNE SAS;2021;0;0;91736;0
0055602063;BERNARD salaisons;2021;0;0;157567;0
0055614724;SCEA DE KERCADO;2021;7882;0;0;0
0005200351;SIMOREP & CIE- CS MICHELIN;2021;715963;423151;28861;0
0006401013;SOLAMAT MEREX;2021;0;0;59005;0
0006400243;HYDRO EXTRUSION PUGET;2021;0;77600;3100;0
0006802285;SAS GELATINES WEISHARDT;2021;384618;913446;0;0
0006301021;Fromageries BEL Production France;2021;0;0;91820;0
0055100100;SCEA LA CERTINE;2021;40000;0;0;0
0057400015;ENTREMONT SAS;2021;16129;0;61762;0
0007003326;C&D FOODS France;2021;0;0;64798;0
0010000974;ARCEVAL (CIDEME);2021;24484;0;381;0
0006506552;SANOFI CHIMIE;2021;0;1559657;315361;0
0010005083;SKF FRANCE;2021;77605;0;1696;0
0006202417;PAPETERIE RAON;2021;11000;741938;0;0
0007201328;RHODIA OPERATIONS;2021;247802;0;20072;0
0005304386;NESTLE HEALTH SCIENCE FRANCE;2021;224125;0;636;0
0006700653;TRONOX FRANCE SAS;2021;302308;1477429;279274;0
0006600562;OWENS-CORNING FIBERGLAS;2021;0;355675;14600;0
0006600403;COMPAGNIE des SALINS DU MIDI;2021;0;632957;27717;46000000
0054902090;FAISANDERIE D'ANJOU (SAS);2021;8540;0;0;0
0006401323;LAFARGE GRANULATS FRANCE SENAS;2021;9420;0;0;0
0006401268;LAFARGEHOLCIM GRANULATS;2021;115485;0;0;0
0005202507;SAFRAN Helicopter Engines;2021;53790;267198;26414;0
0052900432;SOCOPA VIANDES;2021;0;0;291339;0
0007000589;INEOS STYROLUTION FRANCE SAS;2021;1250010;0;2506;0
0005300573;MAISON JOHANES BOUBEE-PRODIS (rte Tilly);2021;0;0;73461;0
0005202330;DEUERER PETCARE FRANCE;2021;0;383904;22596;0
0005402093;GSM BOURGOGNE;2021;387242;0;0;0
0009069927;Etablissement de LA HAGUE;2021;0;470115;75637;0
0052903461;SOCABAQ;2021;0;0;65356;0
0052903875;SAS FERME DU COSQUER;2021;14632;0;0;0
0006700657;ETC Ennoblissement Technique Cernay;2021;70152;0;1407;0
0006300958;GKN DRIVELINE SA;2021;28604;0;2687;0
0052500247;Fromagerie JEAN PERRIN S.A.PERRIN VERMOT;2021;0;56182;28451;0
0009069905;EDF - CNPE de Penly;2021;0;352000;0;2519586000
0006102913;MULTIBASE;2021;67288;0;0;0
0006205873;GEYER FRERES;2021;0;0;62124;0
0005200265;LUCIEN BERNARD SA;2021;19412;0;0;0
0010004115;PARMENTINE PRODUCTION SAS;2021;7807;0;3296;0
0005900641;PEUGEOT CITROEN  AUTOMOBILES SA;2021;0;0;59840;0
0010002271;TRADIVAL;2021;36000;0;214542;0
0006301184;Auto Châssis International;2021;0;1824640;126690;0
0006800635;DRAGAGES DE VALENTINE;2021;0;50816;0;0
0006105017;MATEL COULEURS TEXTILES;2021;5226;0;66431;0
0007000475;FEUTRIE SA;2021;0;73254;780;0
0006801130;SABLIERES DES PYRENEES (Chis);2021;139089;0;0;0
0006601511;OMYA SA SALSES USINE;2021;12950;0;0;0
0006101463;LAFARGEHOLCIM ex LAFARGE GRANULATS;2021;76000;0;0;0
0006200104;Brasserie Champigneulles;2021;707456;0;163370;0
0006301288;FROMAGERIES PERREAULT;2021;0;0;173493;0
0006700724;CHALEUR HAUTEPIERRE;2021;16129;0;0;0
0056700195;BRUNO SIEBERT SA;2021;89894;0;3978;0
0005209360;KAHLYGE (Ex-RLD1 SARL);2021;27612;0;576;0
0006202356;FROMAGERIE DE NEUFCHATEAU;2021;0;0;108982;0
0006301046;ARRIVE;2021;0;0;59806;0
0052216212;SCEA BOUETARD JF;2021;11000;0;0;0
0010000008;BERNARDY;2021;86183;0;11771;0
0006103546;RECYLEX;2021;8680;0;0;0
0006700323;GSM ALSACE Rumersheim-le-Haut;2021;1274279;0;0;0
0010300101;GELPAM;2021;112792;0;0;0
0005800355;ARKEMA;2021;0;318482;8661;0
0006408755;LA PROVENCALE SA;2021;17381;0;129;0
0009000301;132E RIC régiment d'infanterie cynotechnique;2021;46050;0;0;0
0007006604;Brasserie GOUDALE (Ex BRASS DE GAYANT);2021;103808;0;599244;0
0055614826;SCEA LE PONT CAR;2021;14694;0;0;0
0006404675;Microchip Technology Rousset S.A.S.;2021;0;10486;1200;0
0005801044;DS SMITH;2021;5633792;0;0;0
0058700595;ABATTOIR DE LIMOGES;2021;0;0;82260;0
0005503651;KERMENE;2021;0;0;108536;0
0054600338;LA QUERCYNOISE;2021;0;0;178842;0
0009000020;BA 106 Bordeaux-Mérignac;2021;62849;0;1780;0
0007000855;BELL (BONDUELLE EUROPE LONG LIFE ex BCI);2021;350415;0;849;0
0006303152;ARRIVE;2021;0;0;139266;0
0005202690;ARKEMA France;2021;28385;589128;31408;0
0007001286;AKEBONO ARRAS SA;2021;0;13379;0;0
0055603496;KERMENE;2021;0;0;65321;0
0006100944;CEMEX Granulats Rhône Méditerranée;2021;55638;0;0;0
0006200932;SARAYA EUROPE;2021;15920;0;0;0
0005100467;ROQUETTE Frères;2021;0;904200;9735;0
0005106868;COGENERATION BIOMASSE ESTREES - CBEM;2021;196671;0;0;0
0006506266;CEVE (Ex SDCC);2021;24961;0;78452;0
0006200736;ARCELORMITTAL WIRE FRANCE;2021;0;271900;10589;0
0054000863;LABEYRIE;2021;18569;0;224916;0
0006302382;BOUYER LEROUX SA;2021;9372;0;6091;0
0005800305;TOURRES ET CIE;2021;0;0;50632;0
0010100255;KALHYGE;2021;14013;0;157;0
0007001409;CANELIA;2021;0;0;281702;0
0006500067;SCBV;2021;188824;0;0;0
0006408139;PRADIER CARRIERES;2021;60152;0;0;0
0005802394;NORMANDY COATING;2021;77840;0;61;0
0006700614;LEUCO PRODUCTION SAS;2021;33642;0;1688;0
0010001801;VALCANTE - Nouvelle UIOM;2021;36139;0;15150;0
0005703027;CEMOI;2021;352310;0;22348;0
0058600460;SARL GERVAL;2021;17300;0;0;0
0056300719;SOCIETE NOUVELLE LAITERIE DE LA MONTAGNE;2021;0;0;111048;0
0009069906;EDF - Site de Brennilis;2021;491627;0;0;0
0007000110;CCM SARL;2021;3514247;2000000;0;0
0007200198;SABLIERES DE LA TARDOIRE;2021;0;59300;113;0
0005102036;LAINIERE DE PICARDIE BC SAS;2021;188299;0;0;0
0006202274;NORSKE SKOG;2021;6892079;0;31470;0
0010000651;CHALUMEAU LAQ'ALU SA - ANOLAQ;2021;10618;0;155;0
0006700469;CONSTELLIUM NEUF BRISACH;2021;17980182;0;73273;0
0052204820;GAEC DE L UNION;2021;10880;0;0;0
0005504192;ELIS FOUGERES (ex BBL);2021;23578;0;263;0
0005201222;ETEX FRANCE BUILDING PERFORMANCE;2021;0;0;102382;0
0005800297;TOTAL RAFFINAGE FRANCE;2021;0;8742929;129827;22619407
0007001030;SICAL;2021;447020;0;0;0
0006804025;ABCVL S.A.S.;2021;29101;0;0;0
0006400874;FIBRE EXCELLENCE PROVENCE;2021;0;11038553;0;0
0007000985;CRODA CHOCQUES SAS;2021;319331;0;5915;0
0006400723;AP-HM (Hôpital La Timone);2021;0;0;121537;0
0052902143;SCEA VIGOUROUX;2021;12614;0;0;0
0007000991;HERTA;2021;0;0;460138;0
0006400319;MANE ET FILS LA SARREE;2021;0;0;98422;0
0006003019;SPECIALTY MINERALS FRANCE;2021;0;0;241373;0
0010400075;AIR LIQUIDE HYDROGENE;2021;0;0;74331;0
0055601596;PROCANAR;2021;133347;0;169512;0
0010400570;SCEA SOGIFRA - MEPIEU;2021;17000;0;0;0
0006000385;INTERNATIONAL PAPER;2021;0;22480343;0;0
0007001045;CARGILL HAUBOURDIN SAS;2021;0;10187132;1145317;0
0006207323;GRANULATS VICAT;2021;0;272648;0;0
0006802159;BROWN  EUROPE  Sas;2021;0;71039;465;0
0005204306;SIBELCO France SAS;2021;78243;0;0;0
0057903021;EURIAL;2021;0;0;164846;0
0006102074;CIAT;2021;2338628;0;4189;0
0006702131;DS SMITH PACKAGING NORD-EST;2021;46945;0;2604;0
0006103192;AIR LIQUIDE ADVANCED TECHNOLOGIES;2021;59076;0;3532;0
0005801000;JANSSEN CILAG;2021;0;0;114651;0
0052400446;GAEC PECH DU DOGNON;2021;12000;0;0;0
0006400353;LA MESTA SAS;2021;12365;0;23572;0
0006401988;APTUNION;2021;0;41541;9121;0
0006700612;LILLY FRANCE;2021;0;0;210678;0
0052904165;LE CORRE ROBERT (SCEA );2021;11000;0;0;0
0052902419;EVEN LAIT INDUSTRIE;2021;442747;0;226101;0
0005702175;Ghisetti 1870 France;2021;51512;0;709;0
0006106947;SUEZ RR IWS CHEMICALS FRANCE;2021;256206;284000;8559;0
0052901276;GAEC DE ROC'H FILY;2021;11600;0;0;0
0005501602;ANETT 2 (Blanchisserie);2021;34008;0;412;0
0054800091;SOCIETE FROMAGERE DU MASSEGROS;2021;0;0;273789;0
0005401050;KRONOSPAN;2021;0;0;54999;0
0006301011;FROMAGERE DE BOUVRON (société);2021;0;0;457867;0
0006400889;MAREVA PISCINES ET FILTRATIONS;2021;31354;0;0;0
0006301207;TOTALENERGIES RAFFINAGE FRANCE;2021;0;0;1664158;0
0006601281;SAIPOL;2021;0;0;310102;0
0010004249;HUTCHINSON;2021;0;216178;51276;0
0006115041;MAJ;2021;0;0;52565;0
0006301264;FLEURY MICHON LS;2021;0;0;57483;0
0052201219;EARL DARTOIS;2021;7300;0;0;0
0006202541;VISKASE;2021;0;912467;1876;0
0005100749;ZEHNDER GROUP;2021;12490;0;0;0
0006104379;ARKEMA USINE DE LA CHAMBRE;2021;4725756;5010136;1792;0
0006401567;LAFARGEHOLCIM CIMENTS;2021;0;266117;2715;0
0005701671;TEREOS NUTRITION ANIMALE;2021;115715;0;557;0
0010007721;BLANCHISSERIE BLESOISE;2021;71649;0;1467;0
0010000902;BTG BOUTHEGOURD;2021;85839;0;135;0
0006604226;PIERRE FABRE DERMO COSMETIQUE;2021;179729;39193;10086;0
0006700429;DSM Nutritional Products France;2021;535289;0;332490;0
0006700015;EST GRANULATS;2021;238318;0;0;0
0006400884;JEAN LEFEBVRE MEDITERRANEE SA;2021;0;97060;0;0
0052202451;EARL DE LA BELLE JOIE;2021;13670;0;0;0
0009069912;EDF - CNPE de Gravelines;2021;0;0;940884;6142589451
0010002254;CRISTAL UNION;2021;9937;0;8089;0
0006600276;DISTILLERIE LA CAVALE;2021;0;118720;0;0
0022200064;SNYL (Sté Nouvelle des Yaourts Littée);2021;0;0;51756;0
0006103851;TOKAI COBEX SAVOIE;2021;83082;0;3289;0
0022200038;SFC - Fond canonville Car et Itm;2021;240666;0;0;0
0006102245;TORAY FILMS EUROPE SAS;2021;2338706;0;13177;0
0006303831;INITIAL BTB;2021;30145;0;1173;0
0006407835;MAJ SA;2021;37546;0;478;0
0010300109;VALRHONA;2021;14428;0;14925;0
0006105222;ELKEM SILICONES FRANCE;2021;14014126;0;0;0
0012400003;VON ROLL ISOLA FRANCE - SAMICA;2021;0;7784983;505;0
0007003188;FLORETTE FRANCE GMS;2021;0;0;194200;0
0005301789;MLC SOTTEVAST;2021;1036746;0;91832;0
0052203989;HUET PHILIPPE;2021;16009;0;0;0
0052901610;EARL RUN AVEL SPI;2021;8500;0;0;0
0006200776;ARCELORMITTAL CF;2021;619260;0;193709;0
0007406188;SNCF MOBILITE -TECHNICENTRE EST EUROPEEN;2021;0;0;76730;0
0050100333;MONTERRAT S.A;2021;0;0;197837;0
0006207528;SCHREIBER FRANCE;2021;476200;10;104750;0
0006104660;BAIKOWSKI;2021;0;0;85338;0
0005703184;EQIOM GRANULATS Région Nord Ouest;2021;46225;0;0;0
0010004681;LISI AUTOMOTIVE NOMEL SAS;2021;0;107424;172;0
0055603669;CELVIA  SERENT;2021;0;0;236362;0
0005601317;SOCIETE FROMAGERE DE RIOM;2021;75144;0;95973;0
0005800345;TOYO INK EUROPE SPECIALTY CHEMICALS S.A;2021;619566;0;3345;0
0005101078;COLGATE PALMOLIVE;2021;475758;0;12517;0
0007402709;ECOPUR;2021;25543;0;2988;0
0006503411;AIRBUS SAFRAN LAUNCHERS (DEFENCE&SPACE);2021;556269;0;36154;0
0006700297;GRAVIERE DE NIEDERHERGHEIM;2021;342950;0;0;0
0010001800;ICOPAL;2021;0;566259;16446;0
0053501906;COOPERL ARC ATLANTIQUE;2021;0;0;381962;0
0006500049;KERAGLASS;2021;106822;0;3270;0
0005204554;SAS GROUPE DANIEL;2021;0;12040;0;0
0006400651;ARKEMA FRANCE SA;2021;1111747;0;15989;0
0006105210;SARL élevage du Formans;2021;10270;0;157;0
0006000336;PHOTONIS FRANCE SAS;2021;0;0;62474;0
0006802180;Forges de Niaux;2021;0;512064;0;0
0005302849;LACTALIS NESTLE ULTRA FRAIS MARQUES;2021;483310;0;0;0
0006207572;INEOS Polymers SARRALBE SAS;2021;0;2188653;57321;0
0006501584;THIMEAU MAGIC RAMBO-ELIS;2021;60769;0;2778;0
0055603429;SCEA PORCS LANVAUX;2021;13000;0;0;0
0005201807;EGGER Panneaux & Décors;2021;102412;0;10147;0
0005701201;SOCIETE EXPLOITATION SOURCES ROXANE;2021;645652;0;0;0
0053800603;CANDIA/YOPLAIT;2021;3321584;0;1046;0
0052901240;SCEA ADAM;2021;8700;0;0;0
0006803381;SABLIERES MALET;2021;128737;0;0;0
0052901454;SCEA DU MERDY;2021;11000;0;0;0
0006000314;SMURFIT KAPPA Papier Recyclé France;2021;0;1897285;7198;0
0006700460;RUBIS TERMINAL;2021;4680;3780;5352;0
0052203031;SCEA ROBERT JF;2021;0;12000;0;0
0006107855;GENZYME POLYCLONALS;2021;0;0;66378;0
0006401243;SARL RICARD;2021;18420;0;0;0
0050100832;BRESSOR SA;2021;367364;0;147066;0
0006301125;SOFIVO SAS;2021;0;40633;352083;0
0009069939;EDF - CNPE de Cattenom;2021;0;225707328;13429;0
0052203955;GAEC DE LA HAYE;2021;15500;0;0;0
0005701442;GANTOIS;2021;0;99418;5448;0
0016400376;MEWA SARL;2021;68034;0;33759;0
0058600072;SCEA DU RIVAULT;2021;43761;0;0;0
0006400948;GEOGAZ Lavéra;2021;0;16000;0;0
0051200228;LE PORC DU MAYNIE;2021;7900;0;0;0
0006301139;BSN medical SAS;2021;0;59727;1609;0
0006205027;GLACES THIRIET SAS;2021;0;0;71830;0
0006108774;CERDIA FRANCE SAS;2021;7453275;0;0;0
0006401333;LAFARGEHOLCIM GRANULATS;2021;113980;13971;0;0
0006301300;ARJO WIGGINS SAS- papeterie;2021;0;853381;0;0
0006303646;BOUYER LEROUX SA;2021;9624;0;0;0
0006201894;ArcelorMittal France - Cokerie;2021;0;0;70820;0
0028200058;IGNEO (ex WEEE METALLICA);2021;13102;610;0;0
0005701783;MALTEUROP FRANCE;2021;0;0;715747;0
0005100097;NESTLE France SAS;2021;0;0;444385;0
0009074501;STEP - LA CHAPELLE-SAINT-MESMIN;2021;160414;0;0;0
0006300713;CARRIERES TAVANO SA;2021;0;599040;156;0
0052903803;EARL CAPITAINE;2021;16372;0;0;0
0005105741;DAUNAT PICARDIE;2021;0;0;118194;0
0006506454;CPCU;2021;0;1154683;4267;0
0006300908;LAFARGEHOLCIM CIMENTS (usine cimenterie);2021;0;328874;0;0
0053503901;SCEA CRESPEL;2021;17835;0;0;0
0007201312;SIMAFEX;2021;0;0;59413;0
0056700494;STOEFFLER SAS;2021;0;0;84472;0
0052905032;EARL LOSTANLEN;2021;27010;0;0;0
0005702543;CAPDEA - Marigny le Chatel;2021;0;9425;0;0
0006802944;ARIANEGROUP (ex HERAKLES);2021;0;1723722;10632;0
0006301007;HERBIGNAC CHEESE INGREDIENTS;2021;158941;0;628947;0
0007000666;ARDO-VIOLAINES SAS;2021;335734;0;14200;0
0006302096;VAL NANTAIS TERRENA;2021;238116;0;0;0
0006104769;SGL CARBON  SA;2021;0;2139712;0;0
0006104159;ELM;2021;108541;0;0;0
0005401253;MICHELIN;2021;0;163724;21521;0
0005800763;BARRY CALLEBAUT FRANCE;2021;0;0;80890;0
0005800370;NUFARM SA;2021;400781;0;4208;0
0005901096;SILAC SNC;2021;32143;0;1169;0
0006400196;SAS ZEPHIRE;2021;0;0;56707;0
0006400405;GERFLOR PROVENCE SNC;2021;13346;0;1923;0
0005701719;TEREOS FRANCE;2021;67563;0;46531;0
0005401138;Communauté de l'Agglomération Dijonnaise;2021;0;0;133355;0
0006400876;Métropole Aix-Marseille Provence;2021;350382;0;0;0
0006401040;IMERYS Aluminates SA;2021;0;124209;8918;0
0005701734;MALTEUROP FRANCE - Pringy;2021;0;171840;0;0
0052900300;SOCIETE BRIECOISE D'ABATTAGE;2021;0;0;112541;0
0006101769;ANNECY BETON CARRIERES;2021;0;21832;0;0
0052100705;GROUPE BIGARD;2021;0;6753;68404;0
0010007479;HIRSCH FRANCE (ex PLACOPLATRE);2021;41791;0;652;0
0057201034;LDC;2021;143417;0;118642;0
0057900586;SCEA PROPORCS;2021;13900;0;0;0
0005801105;ORIL INDUSTRIE;2021;0;0;113460;0
0055601173;EARL DU DOMAINE;2021;8760;0;0;0
0050100364;BRESSOR SA;2021;319562;0;11529;0
0010600172;ELIS R.A. EX CWS FRANCE;2021;25449;0;421;0
0006600767;SCV Sté DES CARRIERES VAUCLUSIENNES;2021;31255;0;0;0
0006000283;DELVERT;2021;0;0;78109;0
0006802437;ABATTOIR DE CAPDENAC SARL;2021;0;0;62363;0
0056700330;HERTA;2021;0;190073;222175;0
0007003941;CVE;2021;0;27710;7581;0
0006700018;EQIOM;2021;1793540;0;0;0
0005104757;CHU AMIENS PICARDIE;2021;0;0;172037;0
0006105221;OSIRIS GIE;2021;34252432;0;36500;0
0005600328;MFP MICHELIN - Site de Cataroux;2021;0;0;247432;0
0005200010;POLYREY S.A.S. (usine);2021;0;279668;5108;0
0010300031;CORIMA TECHNOLOGIES;2021;121000;0;0;0
0006208290;Fromagerie RENARD GILLARD;2021;0;0;75923;0
0051401146;SAS FRIAL;2021;0;0;156827;0
0006506514;IVRY PARIS 13;2021;0;77811258;14782;0
0052900419;MOULIN DE LA MARCHE;2021;0;0;81185;0
0005800600;DISTILLERIE HAUGUEL SA;2021;0;296346;2274;0
0005101887;METEX NOOVISTAGO (ex AJINOMOTO);2021;0;0;5285928;0
0052901231;SCEA DE KERSCAO;2021;21348;0;0;0
0052903307;EARL BODONAP;2021;12275;0;0;0
0007000728;AIR LIQUIDE FRANCE INDUSTRIE;2021;0;875849;4866;0
0057600547;ALLIANCE ELABORES;2021;0;0;102020;0
0005500035;KERMENE;2021;0;795059;108759;0
0005701747;RVA;2021;0;92746;0;0
0053501963;SOCIETE BRIENT;2021;0;0;53428;0
0006802901;COCA-COLA EUROPACIFIC PARTNERS FRANCE;2021;0;0;183976;0
0006600008;Distillerie d'Argeliers;2021;9274;0;0;0
0052902265;EARL DU MANOIR;2021;13000;0;0;0
0005401307;SALZGITTER MANNESMANN PRECISION ETIRAGE;2021;20791;0;4337;0
0006401008;Basell Polyoléfines France SAS;2021;0;0;4760279;0
0022100060;SIS BONNE MERE;2021;0;584307;1763;0
0006400942;KEM ONE France;2021;0;1815007;0;0
0006114447;SANOFI CHIMIE REMEDIATION;2021;552015;0;0;0
0052201439;GAEC DU BOSQUION;2021;9442;0;0;0
0007001279;ENGIE Thermique France - Centrale DK6;2021;0;156470;0;564804373
0010001696;THALES LAS France SAS;2021;77062;0;0;0
0055603842;EARL LES CLOTURES;2021;12775;0;0;0
0052902774;SAS LE VERGE;2021;24596;0;0;0
0006700723;ALOXAN;2021;14312;0;3176;0
0057902974;COOPERL ARC ATLANTIQUE;2021;0;0;264512;0
