identifiant;nom_etablissement;annee_rejet;rejet_raccorde_m3_par_an;rejet_isole_m3_par_an
0005302358;SOPARCO;2020;379526;0
0005200531;MAJ ELIS;2020;70926;
0010005315;STEP Société Tôlerie pour l'Electronique;2020;1475;
0006703945;MHI EQUIPMENT ALSACE;2020;10;
0007203654;UVE/UIOM CDA de La Rochelle (SETRADONYX);2020;3070;
0006400442;WAVIN France;2020;;13611
0005300066;GIRARD ET FOSSEZ ET CIE;2020;;38000
0010011617;alvance aluminium wheels;2020;;12341
0006103223;GRENOBLE-ALPES METROPOLE;2020;54881;
0005801056;BODYCOTE;2020;947;
0007000859;MERCK SANTE SAS;2020;32292;
0056900327;AGIS;2020;55000;
0005602989;ECOTITANIUM;2020;33;3500
0007201781;CENTRE OUEST CEREALES;2020;;18526
0053501396;HTL (ne plus utiliser voir 535-1395);2020;104571;
0006400589;AIRBUS HELICOPTERS;2020;131163;202965
0006300877;MICHELIN;2020;0;266068
0006802175;PRAXAIR PHP SAS;2020;;90227
0006400336;LYONNAISE DES EAUX  - Usine de l'Apié;2020;160;17211
0006802285;SAS GELATINES WEISHARDT;2020;11929;1021752
0005203716;LAFARGE GRANULATS FRANCE  Fontet;2020;0;
0006000427;SYTTOM-UIOM BRIVE;2020;6694;
0009000343;GSBdD BSL - BN Mesdoun;2020;4392;
0005206270;OMYA SAS;2020;;74450
0006401046;SOCIETE DU PIPELINE SUD-EUROPEEN;2020;;477400
0006200773;ARCELORMITTAL WIRE FRANCE;2020;;29565
0006201555;MALTEUROP FRANCE;2020;200327;0
0006804126;DECHETS SERVICES 12;2020;120;6931
0007001050;CENTRE HOSPITALIER DE VALENCIENNES;2020;216552;
0006802459;PECHDO SA TANNERIES NOUVELLES;2020;40174;
0006400421;SEYFERT PACKAGING;2020;7346;
0010000895;BREE (Puiseaux);2020;;8667
0010100165;EUROCAST REYRIEUX;2020;4926;
0006400955;NAPHTACHIMIE ;2020;;235893936
0006810697;SAS LISI AEROSPACE-BLANC AERO INDUSTRIES;2020;12644;
0055603455;CELVIA SA;2020;322574;
0006605955;GIP DES BLANCHISSEURS CEVENOLS;2020;8924;
0007001955;MAISON MENISSEZ SA;2020;40550;
0005500107;COOPERL ARC ATLANTIQUE;2020;337702;157791
0005802143;EDF;2020;;594951740
0010000503;BODIN JOYEUX 1;2020;30099;
0007001689;RLST ELIS;2020;57327;
0054200988;ATELIER FOREZIEN DU FRAIS (ex DespiVian);2020;39015;
0010600770;SAS MUNOZ;2020;255;
0006700383;N. SCHLUMBERGER;2020;0;
0005401698;INTERNATIONAL PAPER EMBALLAGE LAURENT;2020;8896;0
0006700428;CENPA SAS;2020;;512867
0005500471;SVA JEAN ROZE;2020;;162797
0006104447;RDM LA ROCHETTE  SAS;2020;;2571936
0006000366;VALADE;2020;114638;
0009069903;EDF - CNPE de Flamanville;2020;;1399700350
0006104504;Framatome Ugine;2020;9875;111316
0006202392;FENIIX SUEZ RV ENERGIE Rambervillers;2020;;12892
0010008595;CENTRE HOSPITALIER BLOIS;2020;11640;
0005701235;KIMEX;2020;246;
0006802548;FIBRE EXCELLENCE SAINT-GAUDENS;2020;;21001952
0005100143;WEPA GREENFIELD SAS;2020;;543468
0010001558;SDH FER;2020;968;
0006400692;SNCF TECHNICENTRE  PACA BLANCARDE;2020;0;
0009078301;STEP - Reyran;2020;;7925680
0006401200;M2I SALIN;2020;33184;
0005501834;DEPOT PETROLIER DE LORIENT SEIGNELAY;2020;;26264
0007001106;LES MOULINS DE SAINT-AUBERT;2020;45970;
0057202284;ETABLISSEMENTS FASSIER SA;2020;;60880
0007000483;ARKEMA FRANCE;2020;;2635697
0006803270;LAVATRANS;2020;;4026
0007202099;REVICO;2020;;558910
0005300463;CIMENTS CALCIA;2020;;0
0006501121;REP;2020;;41920
0005501504;VALOREIZH;2020;5942;
0006303453;OVOTEAM;2020;2952;
0006502522;VERMILION REP SAS;2020;;4498
0007000743;DASSAULT AVIATION;2020;109;
0006406316;SAS  VALEOR;2020;0;0
0005501218;PDM INDUSTRIES;2020;;3711901
0005100998;CHANEL PARFUMS BEAUTE;2020;10418;
0057101443;PALMID'OR BOURGOGNE;2020;;82827
0058200071;CODEVIA;2020;26490;
0006602094;International Flavors & Fragrances  SAS;2020;;695
0007002997;CENTRE HOSPITALIER DOUAI;2020;129888;
0006506672;EUROSTAR ENGINEER (ex SABIC,exGEP,exLNP);2020;4300;
0006304998;THERMOLAQUAGE DE VENDEE SAS;2020;;17575
0005301512;ELVIR S.A.S.;2020;;803594
0007000788;COPALIS INDUSTRIE;2020;;2190000
0006503325;SEQENS (ex PCAS );2020;119760;0
0056700665;ESCAL;2020;59954;0
0009076501;STEP - Lourdes;2020;;6628484
0006700683;H.B. FULLER ADHESIVES  FRANCE SAS;2020;110;0
0006301709;STOROPACk France SAS site de saint sébastien sur loire;2020;1593;
0006105179;SUEZ ORGANIQUE (ex Terralys/ex Agro Dév);2020;;160
0056300719;SOCIETE NOUVELLE LAITERIE DE LA MONTAGNE;2020;;113000
0006503523;CNIM THIVERVAL GRIGNON;2020;1483;1904
0005303020;Com Agglo du Cotentin;2020;4579019;
0006103219;ECL;2020;;12344
0005200263;COBOGAL;2020;;7580
0010011933;INNOLATION SAS;2020;6565;
0006101563;GRANULATS VICAT;2020;0;0
0009069934;EDF - CNPE de Saint-Laurent-des-Eaux;2020;;74626544
0006301119;QUALIPAC ALUMINIUM;2020;;15107
0007201114;ADVANCED COMFORT SYSTEMS France SAS;2020;859;
0005103922;SAICA PACK (ex RCO);2020;16342;
0006301337;COINTREAU SAS;2020;9901;
0007004065;GALLOO FRANCE SA (ex VRT);2020;1639;
0007001099;JOKEY FRANCE;2020;4815;
0007206026;LOCATEX;2020;31012;0
0006301722;VALEO THERMIQUE HABITACLE;2020;1924;
0005701401;IPC Petroleum France;2020;;1580
0005401062;LAITERIE DE BRESSE SAS;2020;36450;
0007003157;BOULOGNE SEA FOOD exDELMAS POISSONS...;2020;17103;
0007407393;Blanchisserie Teinturerie WARTNER;2020;9138;
0006109203;SPIT;2020;;202013
0006400337;KERRY FLAVOURS FRANCE SAS;2020;33643;
0007208217;EDF (OPTIMAL SOLUTIONS);2020;;60900
0052602848;BERNARD ROYAL DAUPHINE;2020;3367;
0005101048;Société LAITIERE DE CLERMONT;2020;;293781
0055601596;PROCANAR;2020;;260021
0005702369;HAULOTTE GROUP;2020;;1908
0005100203;EUROKERA (SNC);2020;24016;
0007000499;PPG;2020;3910;
0058503526;SOCIETE BRETONNE DE VOLAILLES (grp LDC);2020;;34877
0006206235;PAPETERIES DES VOSGES;2020;369159;
0005800310;NORVAL;2020;;131
0006301323;NGK BERYLCO FRANCE;2020;496;
0005300057;TIMAB INDUSTRIES;2020;;0
0007001549;COVINOR S.A.S.;2020;855;33933
0007000797;SOCIETE INDUSTRIELLE DES OLEAGINEUX;2020;;582093
0006600827;CSP PARIS FASHION GROUP;2020;24085;
0005702086;ASSA ABLOY SAS;2020;0;0
0009000212;Hôpital d'Instruction des Armées Sainte Anne;2020;60682;
0005801418;DISTILLERIE BUSNEL;2020;128;26139
0009069932;EDF - CNPE de Chinon (Chinon A, Chinon B, LIDEC);2020;;137889024
0005901072;GALVANOPLAST;2020;;58982
0006104032;VON ROLL FRANCE;2020;;1544
0006301424;LACHETEAU ex VINIVAL;2020;0;19272
0053500475;LAITERIE CORALIS;2020;;197251
0005204774;SUEZ RV Plastiques Atlantique (exRegene);2020;19577;
0006103999;COATEX (USINE 1 LUMIERE);2020;29024;22417
0006202356;FROMAGERIE DE NEUFCHATEAU;2020;186657;
0006700643;TEREOS STARCH & SWEETENERS EUROPE;2020;3462786;
0006700794;WIENERBERGER;2020;54756;
0006703313;EUROMETROPOLE - valorisation déch. verts;2020;79;
0054200358;VALENTIN TRAITEUR;2020;27574;
0052904383;ETABLISSEMENTS PAUL PAULET;2020;38674;0
0006702743;GPV FRANCE;2020;2126;
0006103437;BIHL SUD (EX CHU - BLANCHISSERIE BATIE);2020;17787;
0005901447;VMC PECHE;2020;372;7246
0006400023;UNIPER FRANCE POWER SAS;2020;;538070
0010013356;ORGAPHARM consolidé (sites 1 et 2);2020;44834;143747
0005503297;SOCIETE SARZEAU CARRIERES ET MATERIAUX;2020;;93870
0028400102;NORD PAL PLAST;2020;36086;
0009073801;Station d'épuration;2020;;4843011
0005304086;HAMON Claude;2020;430;
0006300911;HUHTAMAKI LA ROCHELLE - HLR;2020;;576023
0010000473;VALORYELE;2020;;0
0009070601;STEP - ANTIBES;2020;;8969526
0010004681;LISI AUTOMOTIVE NOMEL SAS;2020;132;95650
0006400350;GRANULATS VICAT;2020;0;0
0006103167;LELY EVAC'ORDURES;2020;12015;12478
0005800410;RENAULT S.N.C.;2020;55259;532141
0006001284;DALKIA FRANCE - CHU DUPUYTREN;2020;191600;
0058700070;LIMOVIN SAS;2020;26193;
0007004376;DAUNAT NORD (ex DANIEL DESSAINT TRAITEUR;2020;49773;
0005201635;MLPC InternationalSA;2020;;518598
0007000955;ARCELORMITTAL  ATLANTIQUE et LORRAINE;2020;;287911
0005502372;SOKA (STE KAOLINIERE ARMORICAINE);2020;;4000
0006205449;SOCIETE DES FOURS A CHAUX DE SORCY;2020;;67821
0050100831;LA BRESSE SAS;2020;28478;
0006700254;SAGRA Habsheim;2020;;219355
0054201363;SAEM EVIAN SOURCE BADOIT;2020;36384;
0010000316;EXPANSCIENCE;2020;65329;
0006505185;SIOM;2020;8765;
0052903139;SARL Hubert Simon;2020;;0
0016300069;SAPEC 1;2020;7526;
0006504594;DARBONNE;2020;0;340054
0006400001;ALTEO GARDANNE;2020;;2217936
0007002578;PROGROUP BOARD (ex PROWELL);2020;5815;22000
0006400414;SUEZ RV ENERGIE;2020;0;0
0006103391;FORTIER-BEAULIEU S.A.S;2020;5262;
0006506768;BRIOCHE PASQUIER CHATELET SAS;2020;7751;
0006301035;AVIATUBE;2020;5294;
0006400537;LOUIS MARTIN PRODUCTION;2020;44734;
0007000790;RUBIS TERMINAL DUNKERQUE;2020;;14514
0005701080;ARCAVI SAEM;2020;;56916
0006506903;GSM Ouest (criblerie Carrières\Poissy);2020;0;0
0006302853;RPC BEAUTE MAROLLES;2020;;23661
0009073303;STEP - Biganos;2020;;6029197
0010400075;AIR LIQUIDE HYDROGENE;2020;;86492
0006104169;HCL HOPITAL DE LA CROIX ROUSSE;2020;70450;
0006104533;DEPOT PETROLIER DE HAUTE SAVOIE;2020;;30000
0005701246;FORGES DE FRONCLES;2020;;3318
0006505997;AEROPORTS DE PARIS - CTFE;2020;51517;
0006104720;NTN SNR Roulements;2020;1693;
0010007010;MEGISSERIE JULLIEN;2020;2851;
0009069904;EDF - CNPE de Paluel;2020;0;4094120960
0006700613;LIEBHERR FRANCE SAS;2020;36048;
0005701601;MHCS - MERCIER;2020;11813;
0007000551;TANK SERVICE;2020;23839;
0006104693;ANOD'ALU;2020;1532;
0006700691;HAGER ELECTRO;2020;32989;
0007003379;SARBEC;2020;41417;
0006206645;REGIE MUNICIPALE D'ELECTRICITE;2020;0;0
0005100363;TIDEE;2020;;2135
0005701238;FBM - Fonderie;2020;5100;219857
0005401338;RHODIA OPERATIONS (groupe solvay);2020;;2957987
0005600174;MFP MICHELIN;2020;2002;12784
0006700417;ATELIERS REUNIS CADDIE (ex ELECTROPOLI);2020;;11665
0050100526;MIERAL SARL;2020;4998;
0007000672;RUBIS TERMINAL DUNKERQUE UNICAN;2020;;6480
0005202707;CLEAN MOURENX;2020;;10217
0053200222;CANARDS D'AUZAN;2020;;132784
0005101267;B.R.I. ex YVES SAINT LAURENT;2020;8753;
0056700320;SOCOPA VIANDES HOLTZHEIM;2020;134087;
0007001833;TATA STEEL MAUBEUGE SAS;2020;0;124639
0006700044;BALLASTIERES HELMBACHER SAS;2020;;707392
0005701778;KADANT-LAMORT;2020;1970;
0005901113;CONFLANDEY INDUSTRIES SAS;2020;;68715
0007405746;LRB ROULIER;2020;1330;
0056401304;LINDT ET SPRUNGLI SAS;2020;52901;512684
0010001569;SERVIER Laboratoires Industrie;2020;2985;73026
0006512767;FRANCE PLASTIQUES RECYCLAGE;2020;;75475
0024900082;TECHNICENTRE DE NEVERS;2020;;5096
0006300201;SANTRAC;2020;0;0
0054200344;LUSTUCRU FRAIS;2020;73133;
0009072902;STEP - Corniguel;2020;7073055;
0005800331;YARA France;2020;;154744224
0006205245;ArcelorMittal France - GALSA;2020;;26514
0005200257;NOURYON PULP & PERFORMANCE CHEMICALS;2020;;15055
0006200920;SUEZ RV MEUSE (ex-MEUSE ENERGIE);2020;;4339
0006506477;METAL COULEUR SYSTEMES;2020;2080;
0006109146;OCV CHAMBERY FRANCE;2020;382871;
0005800506;RUBIS TERMINAL Aval;2020;;27148
0005101923;SCOTT BADER;2020;2058;
0057201665;CHARAL;2020;;320846
0005101952;NESTLE production PURINA PETCARE;2020;;194443
0006506682;ECOPUR;2020;27032;0
0059700425;SICA D'ABATTAGE;2020;71582;
0005104368;MONDELEZ FRANCE BISCUITS PRODUCTION;2020;3235;54748
0005401077;POLIGRAT FRANCE SUD;2020;0;132
0010000385;ARISTON THERMO GROUP;2020;;1388
0005800435;COMPAGNIE INDUSTRIELLE MARITIME;2020;;105685
0006301640;BRENNTAG;2020;2173;
0006702209;SIVOM agglo mulhousienne Sausheim - UIOM;2020;126474;
0005800503;CARLO ERBA REAGENTS Val de Reuil;2020;8774;600
0006100884;GACHET SA;2020;0;0
0006102859;SIRA;2020;0;110337
0006401292;GMDF SAS;2020;;12982
0005800053;LAFARGEHOLCIM GRANULATS;2020;0;0
0005701247;CLAS GALVAPLAST;2020;;26496
0010300056;HYDROCHEM;2020;414;
0006301479;SAINT JEAN INIDUSTRIES;2020;86;
0005800367;EURIAL ULTRA FRAIS;2020;;146043
0053502545;ETABLISSEMENTS ABERA;2020;;159364
0006700187;GRAVIERES D'ALSACE LORRAINE;2020;;745600
0055602485;BCF LIFE SCIENCES;2020;208756;
0058501549;ELIVIA SAS;2020;27824;
0010006043;SONOPOL;2020;0;1914
0006700663;CRISTAL UNION;2020;;1082012
0005401426;TERREAL SAS;2020;300;
0005804133;ESTENER;2020;71123;5053
0025200045;FRAMATOME SAS;2020;18886;
0005900792;SYDOM;2020;8880;84577
0005105241;COFELY GDF SUEZ;2020;41481;
0006700657;ETC Ennoblissement Technique Cernay;2020;;44790
0005302049;COMMUNE CHEF DU PONT;2020;530358;530358
0006702749;SMICTOM d'Alsace Centrale;2020;1118;
0005803533;ATHALYS;2020;68419;
0006400331;RENE LAURENT;2020;6436;
0007201462;SAFRAN Electrical & power - Ex Zodiac;2020;90;
0007001335;O-I FRANCE SAS (ex O-I MANUFACTURING);2020;18343;
0007000874;CHAUX ET DOLOMIES DU BOULONNAIS;2020;;2909
0007407695;L'IMPRIMERIE;2020;2009;0
0006301733;Fromagerie BEL Production France;2020;;688479
0010000313;PAULSTRA;2020;7351;16177
0006401233;SOMECA;2020;;1
0005102505;SAINT LOUIS SUCRE SNC;2020;;0
0006301216;FROMAGERIES PERREAULT;2020;;654261
0010000591;PSG INDUSTRIE;2020;;11073
0007405671;CHIMICMETAL;2020;38;0
0005205711;FORD AQUITAINE INDUSTRIES;2020;;49676
0005300217;SNCF - ETS REGIONAL DES LIGNES NORMANDES;2020;8239;
0006102435;LAFARGE CIMENTS;2020;;35997
0005401289;PRYSMIAN;2020;12870;153679
0006601116;SANOFI Aventis R&D;2020;42784;
0006702042;FREUDENBERG PERFORMANCE MATERIALS;2020;127594;1840529
0006400948;GEOGAZ Lavéra;2020;34441;
0006802312;VALEO VISION;2020;;4316
0006000314;SMURFIT KAPPA Papier Recyclé France;2020;;1404356
0006201440;POMPES GRUNDFOS;2020;104;
0005105906;HARRY'S RESTAURATION;2020;3783;0
0006702736;EVONIK OIL ADDITIVES SAS;2020;26455;
0007000437;HAAGEN DAZS;2020;0;106778
0005401295;SICAREV;2020;;132057
0006109800;VILL RECUPERATION SAS;2020;;17272
0006500067;SCBV;2020;0;
0006605350;LE FOURNIL BITERROIS;2020;4472;
0006302829;LAFARGE GRANULATS FRANCE - Secteur Ouest;2020;;0
0007201482;SOVAL NORD (ex. Veolia);2020;7860;17400
0006900026;CNES CSG - BEAP;2020;;1128000
0006204550;GIE DU NOIR RUXEL - PARMENTELAT;2020;;69152
0006103685;ARKEMA FRANCE;2020;0;27186536
0006802992;TRIMET FRANCE;2020;;118850
0010100023;CGES Les Neyrolles;2020;782;65443
0006506379;ORANGINA SUNTORY FRANCE;2020;147909;0
0006700766;LINGENHELD ENVIRONNEMENT;2020;3897;
0006301411;CARGILL FRANCE SAS;2020;310;26126
0005301322;GUY DEGRENNE INDUSTRIE;2020;23621;
0006103724;KEM ONE;2020;;3253657
0010500010;BARRIOL ET DALLIERE INDUSTRIES SAS;2020;749;
0006601279;Communauté Agglomération Bassin de Thau;2020;269648;
0006400687;SEM;2020;;450000
0007000673;ASCOMETAL LES DUNES (ex ASCO Industries);2020;;676877
0007202370;FAURECIA INTERIEURS MORNAC SAS;2020;615;1338
0005900536;ARMSTRONG BUILDING PRODUCTS S.A.;2020;53642;
0006301109;SOTREMO;2020;40497;
0006400408;MARONCELLI;2020;;73848
0016400142;UNITHER INDUSTRIES Gannat;2020;17151;
0006803381;SABLIERES MALET;2020;0;0
0007000466;MALTERIES FRANCO BELGES (Prouvy);2020;;187289
0056100402;S N V;2020;;304646
0006505705;PERRIEN PIM (ex REISCH);2020;4853;
0010600187;AD MAJORIS SAS;2020;762;
0007000582;BRASSERIE DE SAINT-OMER;2020;295122;
0006102923;COMPAGNIE DE CHAUFFAGE CCIAG;2020;2605;
0006501948;ERIVA SAS;2020;1203;
0007403865;SUEZ RR IWS CHEMICALS FRANCE;2020;;2568
0006803890;Biomérieux (ex Argene Biosoft);2020;539;
0007001226;BRASSERIE DUYCK;2020;39491;
0010000942;BRANDT France;2020;8313;
0006303448;STIMY;2020;;6
0053501362;SAVIEL FRANCE;2020;13690;
0006301051;APROCHIM SA;2020;;12736
0005900124;FCI (Besançon);2020;11084;
0007000581;ASTRAZENECA DUNKERQUE PRODUCTION;2020;33683;
0007402350;CPCU;2020;;409386
0005602086;SOCIETE VICHYSSOISE D'ABATTAGE;2020;35332;
0009073403;STEP - MAERA;2020;31398245;0
0005701552;ADM Bazancourt SASU;2020;;0
0006201330;SMART FRANCE SAS;2020;;38639
0006402211;Petroineos Manufacturing France SAS;2020;;7983791
0006704359;JET AVIATION AG;2020;0;0
0010400094;SOITEC;2020;836135;
0005209347;SOBEGI SAS;2020;;855149
0006100511;SOCIETE RIVASI;2020;0;0
0010007187;IZT SARL;2020;10;
0007002497;NEXANS France - atelier Tréfilerie;2020;;18053
0006301550;VENDEE ELECTROLYSE;2020;0;485
0006201757;SNF SA;2020;0;0
0007201362;AHLSTROM MUNKSJO SPECIALTIES;2020;;878481
0055602633;CELTYS;2020;;144929
0006503183;SUEZ RV Energie - AZALYS;2020;910;
0009078401;STEP - Avignon - Le Pontet - Villeneuve les Avignon - Les Angles;2020;;28853500
0006300958;GKN DRIVELINE SA;2020;1943;
0006503227;TECHNOCENTRE RENAULT;2020;24892;
0007201348;RHODIA  OPERATIONS;2020;;826108
0010800138;AD ORELEC;2020;14701;
0006400320;IFF (France) SAS;2020;1606;
0007000482;CANDIA;2020;484201;
0058501660;INCINERIS;2020;;17
0007001142;FINDUS France (SA);2020;44825;
0005200721;UCVA;2020;;70494
0005101466;SAGA DECOR;2020;0;
0006401268;LAFARGEHOLCIM GRANULATS;2020;0;0
0006600638;MAJ - ELIS PROVENCE;2020;59271;
0006301945;MARIE SURGELES USINE;2020;29906;
0006802513;FERROPEM;2020;943;1676225
0005500334;SECANIM BRETAGNE;2020;;64224
0006700760;MAHLE BEHR France;2020;9700;1707800
0005701446;GOYARD JEAN DISTILLERIE;2020;0;0
0054000813;SOLEVAL FRANCE;2020;;21837
0052903521;VOLEFI;2020;;81194
0054000375;SAS DELPEYRAT (ex-SAS EXCEL);2020;;86314
0051600206;AUCHAN HYPERMARCHE;2020;2652;
0006400957;FLUXEL SAS;2020;13479;
0007002823;POCHECO;2020;47;0
0006700065;FULCHIRON Alsace;2020;;0
0052904512;FARMOR Etablissement de Quimper;2020;153505;
0006700365;SNCF Technicentre de Bischheim;2020;;31064
0006105229;CARLY REFRIG. COMPONENTS SOLUT. ex CARLY;2020;193;
0007002319;DELIFRANCE SA;2020;6332;
0005503419;BRIDOR;2020;601;
0005503174;IMERYS CERAMICS FRANCE;2020;;0
0005504193;HYDRACHIM;2020;10128;
0006002952;Juliette DOITEAU;2020;;5100
0007000110;CCM SARL;2020;;4055821
0006506384;GE STEAM POWER SERVICE;2020;5;
0005800316;AIR LIQUIDE FRANCE INDUSTRIE;2020;;31601
0054200986;CANDIA;2020;226150;
0009074501;STEP - LA CHAPELLE-SAINT-MESMIN;2020;13543737;13543737
0006202054;ArcelorMittal France - Packaging;2020;;2540330
0007000794;VERSALIS FRANCE SAS Dunes;2020;;1219647
0005207267;MANUCO;2020;;1974719
0007202774;CHARENTAISE DE DECOR;2020;;1098
0005702103;PETIT BATEAU;2020;73446;
0006002178;Orano Mining;2020;;431756
0006301823;SOURIAU;2020;6715;
0025100044;AUBERT et DUVAL;2020;;20517
0006402656;AUCHAN;2020;10445;
0005500976;UCLAB INDUSTRIE;2020;;964979
0056100667;CHARAL;2020;84163;
0007201660;FDL;2020;0;0
0007404411;GLOBAL SWITCH (PARIS);2020;13313;
0009073601;SUEZ;2020;;3464831
0006301268;TRIVALIS;2020;;8202
0006700454;DELCROS;2020;;3449
0009000362;DGA EM Saint-Jean-D'Illiac;2020;;83
0006400723;AP-HM (Hôpital La Timone);2020;124502;
0022200020;RHUMS MARTINIQUAIS SAINT JAMES;2020;;11400
0005100521;TEREOS FRANCE;2020;;6194194
0010001209;BODYCOTE;2020;17;
0010008017;LEVY BAMBOKA;2020;;2061
0006300886;MANITOU BF;2020;1271;
0006401149;ABATTOIR MUNICIPAL SISTERON;2020;65582;
0005100757;SAICA PAPER  FRANCE (ROCHETTE VENIZEL);2020;4667;1891795
0010010012;GSM  Secteur centre;2020;0;0
0054400117;GALLIANCE LE BIGNON;2020;;62746
0005501076;R.M.B.-  RECUPERATION METALLURGIE BRE...;2020;0;24164
0009074404;Station d'épuration des Ecossièrnes;2020;;4561981
0058500832;CHARAL;2020;233086;
0009069922;Orano Cycle Tricastin;2020;0;2122394
0055603856;GALLIANCE ELABORES  LVC;2020;227712;
0005401901;REFRESCO France;2020;141932;
0006500219;LAFARGEHOLCIM Granulats;2020;0;0
0006200378;SAINT HUBERT;2020;40893;
0006400327;CENTIPHARM;2020;6285;
0007002795;TUBOSCOPE VETCO FRANCE;2020;;206
0007000829;FRANCAISE DE MECANIQUE;2020;84026;
0005601360;Société Laitière des Volcans d'Auvergne;2020;277760;
0006104657;Suez Organique Compostière de Savoie;2020;9684;
0005701226;MANQUILLET PARIZEL & CIE;2020;;6210
0006302488;PATISSERIE PASQUIER CERQUEUX;2020;;37534
0005503336;CELTARMOR;2020;1541;
0006000290;POLYREY;2020;;1060760
0059700566;SALAISONS MAK-YUEN SARL;2020;26746;
0007001297;Eaux Minérales de St Amand - Sc Clos;2020;0;0
0010000692;KNAUF INDUSTRIES;2020;6811;
0006302106;CASTEL Nantes-Cheviré;2020;;3719
0007000824;APERAM ISBERGUES;2020;;385281
0055900764;AQUANORD ICHTUS;2020;;397177344
0056900040;AUCHAN HYPERMARCHE;2020;14292;
0057600547;ALLIANCE ELABORES;2020;2500;47436
0005401050;KRONOSPAN;2020;;0
0006410001;AP HM - PLATE FORME LOGISTIQUE;2020;91033;
0007001881;MONDELEZ FRANCE;2020;12021;
0006300114;CARRIERE BNZ;2020;;2
0006202277;GARNIER THIEBAUT;2020;;42077
0005202000;RAYONIER A.M. TARTAS;2020;;8693204
0005305552;CHU de Caen;2020;134791;
0016200058;SYNDICAT DES TERRITOIRES DE L'EST CANTAL;2020;;7301
0005100949;LEBRONZE ALLOYS (ex BRONZE INDUSTRIEL);2020;;15871
0007002523;BRIOCHE PASQUIER AUBIGNY SAS;2020;13950;
0010600119;MUNOZ;2020;100;
0005301219;ARD CLOSMENIL;2020;;0
0010004249;HUTCHINSON;2020;103753;
0005800305;TOURRES ET CIE;2020;20489;
0006103192;AIR LIQUIDE ADVANCED TECHNOLOGIES;2020;4843;40385
0006200031;MANUFACTURE DE BACCARAT;2020;;185777
0005702661;GREATBATCH Médical SAS;2020;2646;
0006806388;Syndicat Mixte Trifyl;2020;21542;
0006102843;AVERY DENNISON;2020;13361;
0007002325;GLAXOSMITHKLINE;2020;35978;103089
0022100002;RUBIS Antilles Guyane;2020;;4
0006400874;FIBRE EXCELLENCE PROVENCE;2020;;14713170
0007201990;ETATP PICOULET MICHEL;2020;;0
0006507586;CEMEX GRANULATS;2020;;5103
0005401139;Trefilunion (ex. ARCELORMITTAL);2020;20707;0
0006802382;GIT  SAS;2020;888;
0010001580;SHISEIDO;2020;1903;
0006103730;RHODIA OPERATIONS;2020;64891;
0007205956;IMERYS REFRACTORY MINERALS CLERAC;2020;;550854
0006802171;Smdea (ex-Aslhvt);2020;;1480551
0005702108;LACOSTE OPERATIONS;2020;154877;
0006502830;CFGV Cie Française des Grands Vins;2020;15803;
0007004169;COLAS;2020;;3000
0005302137;HME BRASS FRANCE SAS;2020;55;52989
0006102392;BOSTIK SA;2020;9521;
0006401008;Basell Polyoléfines France SAS;2020;;2155472
0010005046;ALPLA FRANCE;2020;15717;
0005701398;IPC Petroleum France;2020;;470
0009069914;EDF - CNPE de Cruas;2020;;400696000
0007004012;Galloo France;2020;1771;
0007204397;KNAUF INDUSTRIES OUEST;2020;;11555
0005800126;LAFARGE GRANULATS;2020;0;0
0005205366;EUROVIA  LIANTS SUD-OUEST Coulounieix;2020;48333;
0007002443;YKK FRANCE;2020;7445;
0005301484;AURYS GLASSOLUTIONS S.A.S.;2020;195;110023
0006100483;DELMONICO DOREL CARRIERES;2020;0;0
0006202114;UNION LAITIERE VITTELOISE;2020;;610786
0006506043;CYDEC - Groupe PAPREC (ex CGECP );2020;27591;
0006506767;REP;2020;22740;
0010000577;INTERNATIONAL COOKWARE;2020;21339;118688
0007004060;NEUHAUSER Site 2;2020;20665;
0005300552;L.N.U.F. BAYEUX;2020;;186366
0010003805;BOIRON;2020;4278;
0052501108;FROMAGERIE DE CLERVAL;2020;;404573
0010000612;SETS;2020;;36673
0005800388;DRESSER RAND;2020;15351;
0005500400;SAINT-BRIEUC FONDERIE;2020;;883610
0006700181;G. S. M. Alsace;2020;;247940
0010004477;MECASTING;2020;49;0
0005500150;LES LAVANDIERES SAS;2020;59550;
0006400364;ALLIOS;2020;1343;
0006101279;DELMONICO DOREL;2020;;11785
0006802159;BROWN  EUROPE  Sas;2020;;391
0005301108;KALHYGE 2;2020;9993;
0009069929;CEA Marcoule;2020;;11197700
0006301079;TEN (TOLERIE EMAILLERIE NANTAISE);2020;586;
0005601310;SARVAL SUD-EST;2020;;180771
0006411944;INEOS TECHNOLOGIES FRANCE SAS (ITF);2020;;0
0006301936;CHU (plateau technique);2020;21820;
0006803676;REGIE DES ABATTOIRS;2020;22484;
0005305154;FARMACLAIR;2020;56404;
0006001369;RIVET PRESSE EDITION;2020;1138;
0007000762;PPG FRANCE MANUFACTURING;2020;;36594
0009000018;Atelier industriel de l'aéronautique de Cuers-Pierrefeu du Var;2020;;27408
0006201561;UEM;2020;0;10780671
0006201002;ARS INDUSTRIES SAS;2020;;1183
0006305026;ENGIE Thermique France;2020;;22795
0010100127;SYNDICAT MIXTE DE CROCU;2020;1;
0007001926;LFB Biomédicaments;2020;250392;
0007006108;MENISSEZ PREMIUM (ex Groupe MENISSEZ);2020;;68839
